name,ages,errors,site,lat,lon,group average,group std_dev,group std_error,x_3413,y_3413
Kell2008-B-MKG-98,12381,415,Kell2008-B,71.51181,-24.81143,10851,,,696997.9817888505,-1895551.8558553576
Kell2008-B-MKG-98,12381,415,Kell2008-B,71.51181,-24.81143,12402,,,696997.9817888505,-1895551.8558553576
Kell2008-B-MKG-98,12381,415,Kell2008-B,71.51181,-24.81143,11078,,,696997.9817888505,-1895551.8558553576
Kell2008-B-MKG-98,12381,415,Kell2008-B,71.51181,-24.81143,11912,,,696997.9817888505,-1895551.8558553576
Kell2008-B-MKG-100,12212,540,Kell2008-B,71.513,-24.9358,11194,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-100,12212,540,Kell2008-B,71.513,-24.9358,12071,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-100,12212,540,Kell2008-B,71.513,-24.9358,11408,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-100,12212,540,Kell2008-B,71.513,-24.9358,11753,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-100,12212,540,Kell2008-B,71.513,-24.9358,12381,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-100,12212,540,Kell2008-B,71.513,-24.9358,12212,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-100,12212,540,Kell2008-B,71.513,-24.9358,10851,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-100,12212,540,Kell2008-B,71.513,-24.9358,12402,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-100,12212,540,Kell2008-B,71.513,-24.9358,11078,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-100,12212,540,Kell2008-B,71.513,-24.9358,11912,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-101,10851,445,Kell2008-B,71.513,-24.9358,11194,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-101,10851,445,Kell2008-B,71.513,-24.9358,12071,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-101,10851,445,Kell2008-B,71.513,-24.9358,11408,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-101,10851,445,Kell2008-B,71.513,-24.9358,11753,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-101,10851,445,Kell2008-B,71.513,-24.9358,12381,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-101,10851,445,Kell2008-B,71.513,-24.9358,12212,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-101,10851,445,Kell2008-B,71.513,-24.9358,10851,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-101,10851,445,Kell2008-B,71.513,-24.9358,12402,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-101,10851,445,Kell2008-B,71.513,-24.9358,11078,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-101,10851,445,Kell2008-B,71.513,-24.9358,11912,,,692836.3827681151,-1896936.1730367262
Kell2008-B-MKG-102,12402,300,Kell2008-B,71.51228,-24.9381,11194,,,692787.6700855106,-1897039.1102770907
Kell2008-B-MKG-102,12402,300,Kell2008-B,71.51228,-24.9381,12071,,,692787.6700855106,-1897039.1102770907
Kell2008-B-MKG-102,12402,300,Kell2008-B,71.51228,-24.9381,11408,,,692787.6700855106,-1897039.1102770907
Kell2008-B-MKG-102,12402,300,Kell2008-B,71.51228,-24.9381,11753,,,692787.6700855106,-1897039.1102770907
Kell2008-B-MKG-102,12402,300,Kell2008-B,71.51228,-24.9381,12381,,,692787.6700855106,-1897039.1102770907
Kell2008-B-MKG-102,12402,300,Kell2008-B,71.51228,-24.9381,12212,,,692787.6700855106,-1897039.1102770907
Kell2008-B-MKG-102,12402,300,Kell2008-B,71.51228,-24.9381,10851,,,692787.6700855106,-1897039.1102770907
Kell2008-B-MKG-102,12402,300,Kell2008-B,71.51228,-24.9381,12402,,,692787.6700855106,-1897039.1102770907
Kell2008-B-MKG-102,12402,300,Kell2008-B,71.51228,-24.9381,11078,,,692787.6700855106,-1897039.1102770907
Kell2008-B-MKG-102,12402,300,Kell2008-B,71.51228,-24.9381,11912,,,692787.6700855106,-1897039.1102770907
Kell2008-B-MKG-103,11078,274,Kell2008-B,71.51115,-24.93892,11194,,,692803.5775046708,-1897166.9328874217
Kell2008-B-MKG-103,11078,274,Kell2008-B,71.51115,-24.93892,12071,,,692803.5775046708,-1897166.9328874217
Kell2008-B-MKG-103,11078,274,Kell2008-B,71.51115,-24.93892,11408,,,692803.5775046708,-1897166.9328874217
Kell2008-B-MKG-103,11078,274,Kell2008-B,71.51115,-24.93892,11753,,,692803.5775046708,-1897166.9328874217
Kell2008-B-MKG-103,11078,274,Kell2008-B,71.51115,-24.93892,12381,,,692803.5775046708,-1897166.9328874217
Kell2008-B-MKG-103,11078,274,Kell2008-B,71.51115,-24.93892,12212,,,692803.5775046708,-1897166.9328874217
Kell2008-B-MKG-103,11078,274,Kell2008-B,71.51115,-24.93892,10851,,,692803.5775046708,-1897166.9328874217
Kell2008-B-MKG-103,11078,274,Kell2008-B,71.51115,-24.93892,12402,,,692803.5775046708,-1897166.9328874217
Kell2008-B-MKG-103,11078,274,Kell2008-B,71.51115,-24.93892,11078,,,692803.5775046708,-1897166.9328874217
Kell2008-B-MKG-103,11078,274,Kell2008-B,71.51115,-24.93892,11912,,,692803.5775046708,-1897166.9328874217
Kell2008-B-MKG-104,11912,293,Kell2008-B,71.5107,-24.9067,11194,,,693887.5035743064,-1896823.9831481175
Kell2008-B-MKG-104,11912,293,Kell2008-B,71.5107,-24.9067,12071,,,693887.5035743064,-1896823.9831481175
Kell2008-B-MKG-104,11912,293,Kell2008-B,71.5107,-24.9067,11408,,,693887.5035743064,-1896823.9831481175
Kell2008-B-MKG-104,11912,293,Kell2008-B,71.5107,-24.9067,11753,,,693887.5035743064,-1896823.9831481175
Kell2008-B-MKG-104,11912,293,Kell2008-B,71.5107,-24.9067,12381,,,693887.5035743064,-1896823.9831481175
Kell2008-B-MKG-104,11912,293,Kell2008-B,71.5107,-24.9067,12212,,,693887.5035743064,-1896823.9831481175
Kell2008-B-MKG-104,11912,293,Kell2008-B,71.5107,-24.9067,10851,,,693887.5035743064,-1896823.9831481175
Kell2008-B-MKG-104,11912,293,Kell2008-B,71.5107,-24.9067,12402,,,693887.5035743064,-1896823.9831481175
Kell2008-B-MKG-104,11912,293,Kell2008-B,71.5107,-24.9067,11078,,,693887.5035743064,-1896823.9831481175
Kell2008-B-MKG-104,11912,293,Kell2008-B,71.5107,-24.9067,11912,,,693887.5035743064,-1896823.9831481175
Kell2008-C-MKG-15,11994,280,Kell2008-C,71.40806,-24.70667,11994,,,704460.3448381447,-1905085.3199002405
KNSK-17GRO-66,9790,279,KNSK,64.2946,-49.7998,9790,,,-236829.98906540475,-2820451.1904269396
KNSK-17GRO-66,9790,279,KNSK,64.2946,-49.7998,10410,,,-236829.98906540475,-2820451.1904269396
KNSK-17GRO-66,9790,279,KNSK,64.2946,-49.7998,6726,,,-236829.98906540475,-2820451.1904269396
KNSK-17GRO-66,9790,279,KNSK,64.2946,-49.7998,10453,,,-236829.98906540475,-2820451.1904269396
KNSK-17GRO-66,9790,279,KNSK,64.2946,-49.7998,11160,,,-236829.98906540475,-2820451.1904269396
KNSK-17GRO-66,9790,279,KNSK,64.2946,-49.7998,10106,,,-236829.98906540475,-2820451.1904269396
KNSK-17GRO-64,10410,389,KNSK,64.2942,-49.8026,9790,,,-236971.6313129483,-2820484.9522338687
KNSK-17GRO-64,10410,389,KNSK,64.2942,-49.8026,10410,,,-236971.6313129483,-2820484.9522338687
KNSK-17GRO-64,10410,389,KNSK,64.2942,-49.8026,6726,,,-236971.6313129483,-2820484.9522338687
KNSK-17GRO-64,10410,389,KNSK,64.2942,-49.8026,10453,,,-236971.6313129483,-2820484.9522338687
KNSK-17GRO-64,10410,389,KNSK,64.2942,-49.8026,11160,,,-236971.6313129483,-2820484.9522338687
KNSK-17GRO-64,10410,389,KNSK,64.2942,-49.8026,10106,,,-236971.6313129483,-2820484.9522338687
KNSK-17GRO-63,6726,177,KNSK,64.29415,-49.80329,9790,,,-237006.0739815971,-2820487.765592146
KNSK-17GRO-63,6726,177,KNSK,64.29415,-49.80329,10410,,,-237006.0739815971,-2820487.765592146
KNSK-17GRO-63,6726,177,KNSK,64.29415,-49.80329,6726,,,-237006.0739815971,-2820487.765592146
KNSK-17GRO-63,6726,177,KNSK,64.29415,-49.80329,10453,,,-237006.0739815971,-2820487.765592146
KNSK-17GRO-63,6726,177,KNSK,64.29415,-49.80329,11160,,,-237006.0739815971,-2820487.765592146
KNSK-17GRO-63,6726,177,KNSK,64.29415,-49.80329,10106,,,-237006.0739815971,-2820487.765592146
KNSK-17GRO-59,10453,358,KNSK,64.29485,-49.79568,9790,,,-236624.7992987987,-2820439.8759563207
KNSK-17GRO-59,10453,358,KNSK,64.29485,-49.79568,10410,,,-236624.7992987987,-2820439.8759563207
KNSK-17GRO-59,10453,358,KNSK,64.29485,-49.79568,6726,,,-236624.7992987987,-2820439.8759563207
KNSK-17GRO-59,10453,358,KNSK,64.29485,-49.79568,10453,,,-236624.7992987987,-2820439.8759563207
KNSK-17GRO-59,10453,358,KNSK,64.29485,-49.79568,11160,,,-236624.7992987987,-2820439.8759563207
KNSK-17GRO-59,10453,358,KNSK,64.29485,-49.79568,10106,,,-236624.7992987987,-2820439.8759563207
KNSK-17GRO-58,11160,345,KNSK,64.29417,-49.79294,9790,,,-236496.38267578976,-2820528.265747071
KNSK-17GRO-58,11160,345,KNSK,64.29417,-49.79294,10410,,,-236496.38267578976,-2820528.265747071
KNSK-17GRO-58,11160,345,KNSK,64.29417,-49.79294,6726,,,-236496.38267578976,-2820528.265747071
KNSK-17GRO-58,11160,345,KNSK,64.29417,-49.79294,10453,,,-236496.38267578976,-2820528.265747071
KNSK-17GRO-58,11160,345,KNSK,64.29417,-49.79294,11160,,,-236496.38267578976,-2820528.265747071
KNSK-17GRO-58,11160,345,KNSK,64.29417,-49.79294,10106,,,-236496.38267578976,-2820528.265747071
KNSK-17GRO-56,10106,424,KNSK,64.29505,-49.78128,9790,,,-235914.04177532787,-2820476.587081978
KNSK-17GRO-56,10106,424,KNSK,64.29505,-49.78128,10410,,,-235914.04177532787,-2820476.587081978
KNSK-17GRO-56,10106,424,KNSK,64.29505,-49.78128,6726,,,-235914.04177532787,-2820476.587081978
KNSK-17GRO-56,10106,424,KNSK,64.29505,-49.78128,10453,,,-235914.04177532787,-2820476.587081978
KNSK-17GRO-56,10106,424,KNSK,64.29505,-49.78128,11160,,,-235914.04177532787,-2820476.587081978
KNSK-17GRO-56,10106,424,KNSK,64.29505,-49.78128,10106,,,-235914.04177532787,-2820476.587081978
LarsInpress-A-PEA-0719,12411,608,L2016-HB-M,83.614155,-32.945399,12411,,,144613.74356035376,-677180.3170849045
LarsInpress-A-PEA-0719,12411,608,L2016-HB-M,83.614155,-32.945399,12372,,,144613.74356035376,-677180.3170849045
LarsInpress-A-PEA-0721,12372,614,L2016-HB-M,83.613542,-32.911343,12411,,,145030.17507295354,-677159.3666365244
LarsInpress-A-PEA-0721,12372,614,L2016-HB-M,83.613542,-32.911343,12372,,,145030.17507295354,-677159.3666365244
GL1622,8583,538,LAMB2,79.1,-20.889,8583,,,483751.6023487305,-1080883.4732195174
GL1622,8583,538,LAMB2,79.1,-20.889,8921,,,483751.6023487305,-1080883.4732195174
GL1620,8921,484,LAMB2,79.101,-20.9,8583,,,483499.4589294283,-1080876.5781818873
GL1620,8921,484,LAMB2,79.101,-20.9,8921,,,483499.4589294283,-1080876.5781818873
Levy2014-A-MKG-161,10062,193,Levy2014-A,70.91,-25.595,10062,,,693239.4878310512,-1968012.041527217
Levy2014-A-MKG-161,10062,193,Levy2014-A,70.91,-25.595,11216,,,693239.4878310512,-1968012.041527217
Levy2014-A-MKG-161,10062,193,Levy2014-A,70.91,-25.595,10607,,,693239.4878310512,-1968012.041527217
Levy2014-A-MKG-161a,11216,245,Levy2014-A,70.91,-25.595,10062,,,693239.4878310512,-1968012.041527217
Levy2014-A-MKG-161a,11216,245,Levy2014-A,70.91,-25.595,11216,,,693239.4878310512,-1968012.041527217
Levy2014-A-MKG-161a,11216,245,Levy2014-A,70.91,-25.595,10607,,,693239.4878310512,-1968012.041527217
Levy2014-A-MKG-162,10607,185,Levy2014-A,70.91,-25.594,10062,,,693273.8360153064,-1967999.9419159049
Levy2014-A-MKG-162,10607,185,Levy2014-A,70.91,-25.594,11216,,,693273.8360153064,-1967999.9419159049
Levy2014-A-MKG-162,10607,185,Levy2014-A,70.91,-25.594,10607,,,693273.8360153064,-1967999.9419159049
Levy2014-B-MKG-160,9523,181,Levy2014-B,70.91,-25.596,9523,,,693205.1394356228,-1968024.1405390385
Levy2014-B-MKG-160,9523,181,Levy2014-B,70.91,-25.596,8311,,,693205.1394356228,-1968024.1405390385
Levy2014-B-LL1031,8311,159,Levy2014-B,70.909,-25.596,9523,,,693242.1059665177,-1968129.089306805
Levy2014-B-LL1031,8311,159,Levy2014-B,70.909,-25.596,8311,,,693242.1059665177,-1968129.089306805
LL-10-06,7090,133,LIVER-LIA,70.883,-22.26,7090,,,807713.6767018186,-1927121.560649294
MKG-247,11539,301,LIVER-LOUT,70.888,-22.264,11539,,,807364.102539584,-1926664.7962117782
MKG-247,11539,301,LIVER-LOUT,70.888,-22.264,12156,,,807364.102539584,-1926664.7962117782
MKG-247,11539,301,LIVER-LOUT,70.888,-22.264,11045,,,807364.102539584,-1926664.7962117782
MKG-249,12156,460,LIVER-LOUT,70.885,-22.265,11539,,,807459.4902710913,-1926986.7777375137
MKG-249,12156,460,LIVER-LOUT,70.885,-22.265,12156,,,807459.4902710913,-1926986.7777375137
MKG-249,12156,460,LIVER-LOUT,70.885,-22.265,11045,,,807459.4902710913,-1926986.7777375137
MKG-246,11045,275,LIVER-LOUT,70.888,-22.264,11539,,,807364.102539584,-1926664.7962117782
MKG-246,11045,275,LIVER-LOUT,70.888,-22.264,12156,,,807364.102539584,-1926664.7962117782
MKG-246,11045,275,LIVER-LOUT,70.888,-22.264,11045,,,807364.102539584,-1926664.7962117782
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9024,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9136,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9055,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,8051,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9093,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,10467,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9265,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9494,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9007,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9668,,,-227453.91372712003,-2256413.1727263522
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9024,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9136,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9055,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,8051,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9093,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,10467,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9265,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9494,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9007,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9668,,,-227322.65023742992,-2256448.874473201
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9024,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9136,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9055,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,8051,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9093,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,10467,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9265,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9494,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9007,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9668,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9024,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9136,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9055,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,8051,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9093,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,10467,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9265,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9494,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9007,,,-227481.25670450297,-2256408.1689001666
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9668,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9024,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9136,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9055,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,8051,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9093,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,10467,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9265,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9494,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9007,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9668,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9024,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9136,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9055,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,8051,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9093,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,10467,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9265,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9494,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9007,,,-227481.25670450297,-2256408.1689001666
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9668,,,-227481.25670450297,-2256408.1689001666
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9024,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9136,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9055,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,8051,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9093,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,10467,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9265,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9494,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9007,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9668,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9024,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9136,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9055,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,8051,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9093,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,10467,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9265,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9494,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9007,,,-227472.1988997522,-2256409.0820502774
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9668,,,-227472.1988997522,-2256409.0820502774
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9024,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9136,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9055,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,8051,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9093,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,10467,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9265,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9494,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9007,,,-227453.91372712003,-2256413.1727263522
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9668,,,-227453.91372712003,-2256413.1727263522
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9024,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9136,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9055,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,8051,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9093,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,10467,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9265,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9494,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9007,,,-227322.65023742992,-2256448.874473201
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9668,,,-227322.65023742992,-2256448.874473201
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,8505,,,198105.69645003593,-672091.8786082892
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,8009,,,198105.69645003593,-672091.8786082892
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,9112,,,198105.69645003593,-672091.8786082892
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,9411,,,198105.69645003593,-672091.8786082892
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,9294,,,198105.69645003593,-672091.8786082892
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,7393,,,198105.69645003593,-672091.8786082892
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,10983,,,198105.69645003593,-672091.8786082892
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,8505,,,196309.78466677375,-674463.4788349672
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,8009,,,196309.78466677375,-674463.4788349672
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,9112,,,196309.78466677375,-674463.4788349672
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,9411,,,196309.78466677375,-674463.4788349672
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,9294,,,196309.78466677375,-674463.4788349672
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,7393,,,196309.78466677375,-674463.4788349672
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,10983,,,196309.78466677375,-674463.4788349672
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,8505,,,198100.2783034815,-672082.1475991111
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,8009,,,198100.2783034815,-672082.1475991111
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,9112,,,198100.2783034815,-672082.1475991111
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,9411,,,198100.2783034815,-672082.1475991111
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,9294,,,198100.2783034815,-672082.1475991111
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,7393,,,198100.2783034815,-672082.1475991111
