name,ages,errors,site,lat,lon,group average,group std_dev,group std_error
MKG-247,11539,301,LIVER-LOUT,70.888,-22.264,11045,,
MKG-249,12156,460,LIVER-LOUT,70.885,-22.265,11539,,
MKG-249,12156,460,LIVER-LOUT,70.885,-22.265,12156,,
MKG-249,12156,460,LIVER-LOUT,70.885,-22.265,11045,,
MKG-246,11045,275,LIVER-LOUT,70.888,-22.264,11539,,
MKG-246,11045,275,LIVER-LOUT,70.888,-22.264,12156,,
MKG-246,11045,275,LIVER-LOUT,70.888,-22.264,11045,,
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9024,,
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9136,,
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9055,,
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,8051,,
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9093,,
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,10467,,
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9265,,
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9494,,
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9007,,
39-11QOO-04,9024,1122,MARRAIT,69.28439,-50.75616,9668,,
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9024,,
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9136,,
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9055,,
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,8051,,
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9093,,
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,10467,,
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9265,,
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9494,,
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9007,,
39-11QOO-05,9136,205,MARRAIT,69.28419,-50.75277,9668,,
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9024,,
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9136,,
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9055,,
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,8051,,
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9093,,
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,10467,,
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9265,,
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9494,,
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9007,,
39-11QOO-01,9055,302,MARRAIT,69.28441,-50.75686,9668,,
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9024,,
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9136,,
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9055,,
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,8051,,
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9093,,
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,10467,,
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9265,,
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9494,,
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9007,,
39-11QOO-01,8051,1035,MARRAIT,69.28441,-50.75686,9668,,
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9024,,
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9136,,
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9055,,
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,8051,,
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9093,,
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,10467,,
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9265,,
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9494,,
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9007,,
39-11QOO-02,9093,173,MARRAIT,69.28441,-50.75686,9668,,
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9024,,
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9136,,
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9055,,
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,8051,,
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9093,,
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,10467,,
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9265,,
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9494,,
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9007,,
39-11QOO-02,10467,1360,MARRAIT,69.28441,-50.75686,9668,,
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9024,,
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9136,,
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9055,,
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,8051,,
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9093,,
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,10467,,
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9265,,
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9494,,
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9007,,
39-11QOO-03,9265,182,MARRAIT,69.28441,-50.75663,9668,,
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9024,,
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9136,,
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9055,,
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,8051,,
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9093,,
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,10467,,
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9265,,
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9494,,
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9007,,
39-11QOO-03,9494,1205,MARRAIT,69.28441,-50.75663,9668,,
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9024,,
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9136,,
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9055,,
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,8051,,
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9093,,
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,10467,,
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9265,,
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9494,,
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9007,,
39-11QOO-04,9007,202,MARRAIT,69.28439,-50.75616,9668,,
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9024,,
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9136,,
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9055,,
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,8051,,
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9093,,
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,10467,,
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9265,,
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9494,,
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9007,,
39-11QOO-05,9668,1195,MARRAIT,69.28419,-50.75277,9668,,
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,8505,,
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,8009,,
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,9112,,
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,9411,,
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,9294,,
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,7393,,
Moll2010-A-PEA-0657,8505,855,Moll2010-A,83.5384,-28.5766,10983,,
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,8505,,
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,8009,,
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,9112,,
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,9411,,
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,9294,,
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,7393,,
Moll2010-A-PEA-0667,8009,518,Moll2010-A,83.5221,-28.7718,10983,,
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,8505,,
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,8009,,
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,9112,,
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,9411,,
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,9294,,
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,7393,,
Moll2010-A-PEA-0658,9112,517,Moll2010-A,83.5385,-28.5768,10983,,
Moll2010-A-PEA-0659,9411,605,Moll2010-A,83.5373,-28.586,8505,,
Moll2010-A-PEA-0659,9411,605,Moll2010-A,83.5373,-28.586,8009,,
Moll2010-A-PEA-0659,9411,605,Moll2010-A,83.5373,-28.586,9112,,
Moll2010-A-PEA-0659,9411,605,Moll2010-A,83.5373,-28.586,9411,,
Moll2010-A-PEA-0659,9411,605,Moll2010-A,83.5373,-28.586,9294,,
Moll2010-A-PEA-0659,9411,605,Moll2010-A,83.5373,-28.586,7393,,
Moll2010-A-PEA-0659,9411,605,Moll2010-A,83.5373,-28.586,10983,,
Moll2010-A-PEA-0665,9294,541,Moll2010-A,83.5215,-28.7798,8505,,
Moll2010-A-PEA-0665,9294,541,Moll2010-A,83.5215,-28.7798,8009,,
Moll2010-A-PEA-0665,9294,541,Moll2010-A,83.5215,-28.7798,9112,,
Moll2010-A-PEA-0665,9294,541,Moll2010-A,83.5215,-28.7798,9411,,
Moll2010-A-PEA-0665,9294,541,Moll2010-A,83.5215,-28.7798,9294,,
Moll2010-A-PEA-0665,9294,541,Moll2010-A,83.5215,-28.7798,7393,,
Moll2010-A-PEA-0665,9294,541,Moll2010-A,83.5215,-28.7798,10983,,
Moll2010-A-PEA-0666,7393,606,Moll2010-A,83.5212,-28.7755,8505,,
Moll2010-A-PEA-0666,7393,606,Moll2010-A,83.5212,-28.7755,8009,,
Moll2010-A-PEA-0666,7393,606,Moll2010-A,83.5212,-28.7755,9112,,
Moll2010-A-PEA-0666,7393,606,Moll2010-A,83.5212,-28.7755,9411,,
Moll2010-A-PEA-0666,7393,606,Moll2010-A,83.5212,-28.7755,9294,,
Moll2010-A-PEA-0666,7393,606,Moll2010-A,83.5212,-28.7755,7393,,
Moll2010-A-PEA-0666,7393,606,Moll2010-A,83.5212,-28.7755,10983,,
Moll2010-A-PEA-0668,10983,612,Moll2010-A,83.5429,-28.6715,8505,,
Moll2010-A-PEA-0668,10983,612,Moll2010-A,83.5429,-28.6715,8009,,
Moll2010-A-PEA-0668,10983,612,Moll2010-A,83.5429,-28.6715,9112,,
Moll2010-A-PEA-0668,10983,612,Moll2010-A,83.5429,-28.6715,9411,,
Moll2010-A-PEA-0668,10983,612,Moll2010-A,83.5429,-28.6715,9294,,
Moll2010-A-PEA-0668,10983,612,Moll2010-A,83.5429,-28.6715,7393,,
Moll2010-A-PEA-0668,10983,612,Moll2010-A,83.5429,-28.6715,10983,,
Moll2010-C-PEA-0692,7046,424,Moll2010-C,83.4983,-28.8945,7046,,
Moll2010-D-PEA-0613,11490,527,Moll2010-D,83.587938,-32.236038,11490,,
Moll2010-D-PEA-0613,11490,527,Moll2010-D,83.587938,-32.236038,11878,,
Moll2010-D-PEA-0613,11490,527,Moll2010-D,83.587938,-32.236038,12277,,
Moll2010-D-PEA-0645,11878,685,Moll2010-D,83.594452,-31.853778,11490,,
Moll2010-D-PEA-0645,11878,685,Moll2010-D,83.594452,-31.853778,11878,,
Moll2010-D-PEA-0645,11878,685,Moll2010-D,83.594452,-31.853778,12277,,
Moll2010-D-PEA-0618,12277,626,Moll2010-D,83.587976,-32.167853,11490,,
Moll2010-D-PEA-0618,12277,626,Moll2010-D,83.587976,-32.167853,11878,,
Moll2010-D-PEA-0618,12277,626,Moll2010-D,83.587976,-32.167853,12277,,
NAKAL1-13GRO-Q5,10100,308,NAKAL1,70.06555,-51.3189,10100,,
NAKAR1-13GRO-Q3,10052,268,NAKAR1,70.06549,-51.3309,10052,,
NAKAR1-13GRO-Q3,10052,268,NAKAR1,70.06549,-51.3309,6853,,
NAKAR1-13GRO-Q4,6853,192,NAKAR1,70.06806,-51.3343,10052,,
NAKAR1-13GRO-Q4,6853,192,NAKAR1,70.06806,-51.3343,6853,,
NAKAR2-13GRO-Q9,10575,330,NAKAR2,70.07047,-51.3111,10575,,
NAKAR2-13GRO-Q9,10575,330,NAKAR2,70.07047,-51.3111,10459,,
NAKAR2-13GRO-Q9,10575,330,NAKAR2,70.07047,-51.3111,10215,,
NAKAR2-13GRO-Q8,10459,363,NAKAR2,70.07077,-51.3112,10575,,
NAKAR2-13GRO-Q8,10459,363,NAKAR2,70.07077,-51.3112,10459,,
NAKAR2-13GRO-Q8,10459,363,NAKAR2,70.07077,-51.3112,10215,,
NAKAR2-13GRO-Q6,10215,235,NAKAR2,70.07003,-51.3103,10575,,
NAKAR2-13GRO-Q6,10215,235,NAKAR2,70.07003,-51.3103,10459,,
NAKAR2-13GRO-Q6,10215,235,NAKAR2,70.07003,-51.3103,10215,,
KN08-16_AN,7604,396,ORK1,67.0962,-50.2439,7604,,
KN08-16_AN,7604,396,ORK1,67.0962,-50.2439,6609,,
KN08-16_AN,7604,396,ORK1,67.0962,-50.2439,7234,,
KN08-16_AN,7604,396,ORK1,67.0962,-50.2439,6523,,
KN08-13_AN,6609,350,ORK1,67.0907,-50.241,7604,,
KN08-13_AN,6609,350,ORK1,67.0907,-50.241,6609,,
KN08-13_AN,6609,350,ORK1,67.0907,-50.241,7234,,
KN08-13_AN,6609,350,ORK1,67.0907,-50.241,6523,,
KN08-11_AN,7234,711,ORK1,67.0907,-50.241,7604,,
KN08-11_AN,7234,711,ORK1,67.0907,-50.241,6609,,
KN08-11_AN,7234,711,ORK1,67.0907,-50.241,7234,,
KN08-11_AN,7234,711,ORK1,67.0907,-50.241,6523,,
KN08-12_AN,6523,261,ORK1,67.0907,-50.241,7604,,
KN08-12_AN,6523,261,ORK1,67.0907,-50.241,6609,,
KN08-12_AN,6523,261,ORK1,67.0907,-50.241,7234,,
KN08-12_AN,6523,261,ORK1,67.0907,-50.241,6523,,
LL0908,7303,225,ORK2,67.158,-50.105,7303,,
LL0908,7303,225,ORK2,67.158,-50.105,6843,,
LL0908,7303,225,ORK2,67.158,-50.105,6604,,
LL0907,6843,179,ORK2,67.158,-50.104,7303,,
LL0907,6843,179,ORK2,67.158,-50.104,6843,,
LL0907,6843,179,ORK2,67.158,-50.104,6604,,
LL0906,6604,146,ORK2,67.159,-50.102,7303,,
LL0906,6604,146,ORK2,67.159,-50.102,6843,,
LL0906,6604,146,ORK2,67.159,-50.102,6604,,
LL0904,6751,180,ORK4,67.092,-50.294,6751,,
LL0904,6751,180,ORK4,67.092,-50.294,6813,,
LL0904,6751,180,ORK4,67.092,-50.294,6846,,
LL0903,6813,202,ORK4,67.101,-50.283,6751,,
LL0903,6813,202,ORK4,67.101,-50.283,6813,,
LL0903,6813,202,ORK4,67.101,-50.283,6846,,
LL0902,6846,196,ORK4,67.103,-50.282,6751,,
LL0902,6846,196,ORK4,67.103,-50.282,6813,,
LL0902,6846,196,ORK4,67.103,-50.282,6846,,
ORKD-16GRO-90,7148,235,ORKD,66.94482,-50.41128,7148,,
ORKD-16GRO-90,7148,235,ORKD,66.94482,-50.41128,7192,,
ORKD-16GRO-90,7148,235,ORKD,66.94482,-50.41128,7219,,
ORKD-16GRO-90,7148,235,ORKD,66.94482,-50.41128,7333,,
ORKD-16GRO-90,7148,235,ORKD,66.94482,-50.41128,7627,,
ORKD-16GRO-90,7148,235,ORKD,66.94482,-50.41128,6772,,
ORKD-16GRO-89,7192,218,ORKD,66.94495,-50.41104,7148,,
ORKD-16GRO-89,7192,218,ORKD,66.94495,-50.41104,7192,,
ORKD-16GRO-89,7192,218,ORKD,66.94495,-50.41104,7219,,
ORKD-16GRO-89,7192,218,ORKD,66.94495,-50.41104,7333,,
ORKD-16GRO-89,7192,218,ORKD,66.94495,-50.41104,7627,,
ORKD-16GRO-89,7192,218,ORKD,66.94495,-50.41104,6772,,
ORKD-16GRO-88,7219,285,ORKD,66.94518,-50.40835,7148,,
ORKD-16GRO-88,7219,285,ORKD,66.94518,-50.40835,7192,,
ORKD-16GRO-88,7219,285,ORKD,66.94518,-50.40835,7219,,
ORKD-16GRO-88,7219,285,ORKD,66.94518,-50.40835,7333,,
ORKD-16GRO-88,7219,285,ORKD,66.94518,-50.40835,7627,,
ORKD-16GRO-88,7219,285,ORKD,66.94518,-50.40835,6772,,
ORKD-16GRO-85,7333,378,ORKD,66.94394,-50.39561,7148,,
ORKD-16GRO-85,7333,378,ORKD,66.94394,-50.39561,7192,,
ORKD-16GRO-85,7333,378,ORKD,66.94394,-50.39561,7219,,
ORKD-16GRO-85,7333,378,ORKD,66.94394,-50.39561,7333,,
ORKD-16GRO-85,7333,378,ORKD,66.94394,-50.39561,7627,,
ORKD-16GRO-85,7333,378,ORKD,66.94394,-50.39561,6772,,
ORKD-16GRO-86,7627,240,ORKD,66.94611,-50.40283,7148,,
ORKD-16GRO-86,7627,240,ORKD,66.94611,-50.40283,7192,,
ORKD-16GRO-86,7627,240,ORKD,66.94611,-50.40283,7219,,
ORKD-16GRO-86,7627,240,ORKD,66.94611,-50.40283,7333,,
ORKD-16GRO-86,7627,240,ORKD,66.94611,-50.40283,7627,,
ORKD-16GRO-86,7627,240,ORKD,66.94611,-50.40283,6772,,
ORKD-16GRO-87,6772,235,ORKD,66.94536,-50.40788,7148,,
ORKD-16GRO-87,6772,235,ORKD,66.94536,-50.40788,7192,,
ORKD-16GRO-87,6772,235,ORKD,66.94536,-50.40788,7219,,
ORKD-16GRO-87,6772,235,ORKD,66.94536,-50.40788,7333,,
ORKD-16GRO-87,6772,235,ORKD,66.94536,-50.40788,7627,,
ORKD-16GRO-87,6772,235,ORKD,66.94536,-50.40788,6772,,
20-GL1496,10997,384,PCHRISINM1,60.18274,-44.06681,10997,,
20-GL1496,10997,384,PCHRISINM1,60.18274,-44.06681,10747,,
20-GL1495,10747,498,PCHRISINM1,60.18274,-44.06681,10997,,
20-GL1495,10747,498,PCHRISINM1,60.18274,-44.06681,10747,,
20-GL1493,10090,740,PCHRISINM2,60.18508,-44.06525,10090,,
20-GL1493,10090,740,PCHRISINM2,60.18508,-44.06525,12152,,
20-GL1493,10090,740,PCHRISINM2,60.18508,-44.06525,9987,,
20-GL1492,12152,628,PCHRISINM2,60.18508,-44.06525,10090,,
20-GL1492,12152,628,PCHRISINM2,60.18508,-44.06525,12152,,
20-GL1492,12152,628,PCHRISINM2,60.18508,-44.06525,9987,,
20-GL1491,9987,393,PCHRISINM2,60.18508,-44.06525,10090,,
20-GL1491,9987,393,PCHRISINM2,60.18508,-44.06525,12152,,
20-GL1491,9987,393,PCHRISINM2,60.18508,-44.06525,9987,,
ILL-005,9264,834,PETER3,80.41133,-60.02584,9264,,
ILL-005,9264,834,PETER3,80.41133,-60.02584,7028,,
ILL-001,7028,228,PETER3,80.28454,-59.46758,9264,,
ILL-001,7028,228,PETER3,80.28454,-59.46758,7028,,
DIS-LM03,11759,806,PJTM1,69.2736,-53.4754,11759,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,8886,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,11000,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,9504,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,9497,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,11473,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,9316,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,9171,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,9188,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,9647,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,9452,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,10033,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,9549,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,9476,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,9611,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,10091,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,10013,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,9208,,
QMS2-17GRO-38,8886,199,QMS2,64.46686,-49.43781,9251,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,8886,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,11000,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,9504,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,9497,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,11473,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,9316,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,9171,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,9188,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,9647,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,9452,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,10033,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,9549,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,9476,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,9611,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,10091,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,10013,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,9208,,
QMS2-17GRO-15,11000,407,QMS2,64.45831,-49.4441,9251,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,8886,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,11000,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,9504,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,9497,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,11473,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,9316,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,9171,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,9188,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,9647,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,9452,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,10033,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,9549,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,9476,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,9611,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,10091,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,10013,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,9208,,
QMS2-17GRO-17,9504,359,QMS2,64.45937,-49.43946,9251,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,8886,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,11000,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,9504,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,9497,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,11473,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,9316,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,9171,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,9188,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,9647,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,9452,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,10033,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,9549,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,9476,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,9611,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,10091,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,10013,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,9208,,
QMS2-17GRO-18,9497,279,QMS2,64.45869,-49.43322,9251,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,8886,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,11000,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,9504,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,9497,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,11473,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,9316,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,9171,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,9188,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,9647,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,9452,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,10033,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,9549,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,9476,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,9611,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,10091,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,10013,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,9208,,
QMS2-17GRO-20,11473,316,QMS2,64.45869,-49.43216,9251,,
QMS2-17GRO-29,9316,277,QMS2,64.46424,-49.42605,8886,,
QMS2-17GRO-29,9316,277,QMS2,64.46424,-49.42605,11000,,
QMS2-17GRO-29,9316,277,QMS2,64.46424,-49.42605,9504,,
QMS2-17GRO-29,9316,277,QMS2,64.46424,-49.42605,9497,,
QMS2-17GRO-29,9316,277,QMS2,64.46424,-49.42605,11473,,
QMS2-17GRO-29,9316,277,QMS2,64.46424,-49.42605,9316,,
QMS2-17GRO-29,9316,277,QMS2,64.46424,-49.42605,9171,,
