Mean_Features,GP_Features,RMSE,R2
signed_distance_to_margin + distance_to_coast,signed_distance_to_margin + bed_roughness,1980.7366,0.24591026
signed_distance_to_margin + distance_to_coast,distance_to_coast + bed_slope,1977.9703,0.24775675
signed_distance_to_margin + distance_to_coast,distance_to_coast + bed_roughness,2005.9733,0.2192063
signed_distance_to_margin + distance_to_coast,bed_slope + bed_roughness,1980.8427,0.24626687
signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + distance_to_coast,1956.8123,0.26305923
signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + bed_slope,1959.4431,0.26292345
signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + bed_roughness,1949.1554,0.2723348
signed_distance_to_margin + distance_to_coast,bed_elevation + distance_to_coast + bed_slope,1965.9253,0.26005268
signed_distance_to_margin + distance_to_coast,bed_elevation + distance_to_coast + bed_roughness,1990.9758,0.2292333
signed_distance_to_margin + distance_to_coast,bed_elevation + bed_slope + bed_roughness,1959.5088,0.26302123
signed_distance_to_margin + distance_to_coast,signed_distance_to_margin + distance_to_coast + bed_slope,1996.7451,0.22983494
signed_distance_to_margin + distance_to_coast,signed_distance_to_margin + distance_to_coast + bed_roughness,2009.5581,0.21573257
signed_distance_to_margin + distance_to_coast,signed_distance_to_margin + bed_slope + bed_roughness,1992.2205,0.23998481
signed_distance_to_margin + distance_to_coast,distance_to_coast + bed_slope + bed_roughness,2008.3739,0.21705455
signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1993.0791,0.23265284
signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1986.0759,0.23145682
signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1956.1869,0.26570758
signed_distance_to_margin + distance_to_coast,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1993.4102,0.22755918
signed_distance_to_margin + distance_to_coast,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1981.1628,0.2463682
signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1991.7839,0.22863221
signed_distance_to_margin + bed_slope,None,1978.3673,0.25073656
signed_distance_to_margin + bed_slope,bed_elevation,1944.1702,0.2826503
signed_distance_to_margin + bed_slope,signed_distance_to_margin,1979.5125,0.25020963
signed_distance_to_margin + bed_slope,distance_to_coast,1983.5854,0.24654105
signed_distance_to_margin + bed_slope,bed_slope,1978.24,0.2519628
signed_distance_to_margin + bed_slope,bed_roughness,1975.6262,0.2533719
signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin,1940.2544,0.28412712
signed_distance_to_margin + bed_slope,bed_elevation + distance_to_coast,1968.4679,0.2582926
signed_distance_to_margin + bed_slope,bed_elevation + bed_slope,1938.2046,0.28918207
signed_distance_to_margin + bed_slope,bed_elevation + bed_roughness,1956.9624,0.27713284
signed_distance_to_margin + bed_slope,signed_distance_to_margin + distance_to_coast,1985.457,0.24555388
signed_distance_to_margin + bed_slope,signed_distance_to_margin + bed_slope,1975.4473,0.25341898
signed_distance_to_margin + bed_slope,signed_distance_to_margin + bed_roughness,1970.7137,0.25826386
signed_distance_to_margin + bed_slope,distance_to_coast + bed_slope,1980.0967,0.24985486
signed_distance_to_margin + bed_slope,distance_to_coast + bed_roughness,1979.5046,0.24973497
signed_distance_to_margin + bed_slope,bed_slope + bed_roughness,1987.4219,0.24801078
signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast,1965.0317,0.26124388
signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + bed_slope,1955.8042,0.2775511
signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + bed_roughness,1948.2983,0.2790868
signed_distance_to_margin + bed_slope,bed_elevation + distance_to_coast + bed_slope,1961.4497,0.26490933
signed_distance_to_margin + bed_slope,bed_elevation + distance_to_coast + bed_roughness,1964.169,0.26255357
signed_distance_to_margin + bed_slope,bed_elevation + bed_slope + bed_roughness,1942.3495,0.2856037
signed_distance_to_margin + bed_slope,signed_distance_to_margin + distance_to_coast + bed_slope,1982.1952,0.24857923
signed_distance_to_margin + bed_slope,signed_distance_to_margin + distance_to_coast + bed_roughness,1983.877,0.2465302
signed_distance_to_margin + bed_slope,signed_distance_to_margin + bed_slope + bed_roughness,1975.0387,0.254375
signed_distance_to_margin + bed_slope,distance_to_coast + bed_slope + bed_roughness,1981.3232,0.24920478
signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1963.0684,0.26293388
signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1964.3809,0.26218903
signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1945.4194,0.28211284
signed_distance_to_margin + bed_slope,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1972.248,0.2545324
signed_distance_to_margin + bed_slope,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1976.918,0.25131568
signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1963.9275,0.26267952
signed_distance_to_margin + bed_roughness,None,1977.8074,0.25098222
signed_distance_to_margin + bed_roughness,bed_elevation,1940.5824,0.2857409
signed_distance_to_margin + bed_roughness,signed_distance_to_margin,1976.7356,0.25082037
signed_distance_to_margin + bed_roughness,distance_to_coast,1987.2153,0.24452168
signed_distance_to_margin + bed_roughness,bed_slope,1974.5134,0.25464857
signed_distance_to_margin + bed_roughness,bed_roughness,1985.4685,0.24821568
signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin,1941.8757,0.28464404
signed_distance_to_margin + bed_roughness,bed_elevation + distance_to_coast,1966.8013,0.25979692
signed_distance_to_margin + bed_roughness,bed_elevation + bed_slope,1941.289,0.28606427
signed_distance_to_margin + bed_roughness,bed_elevation + bed_roughness,1934.2319,0.28982675
signed_distance_to_margin + bed_roughness,signed_distance_to_margin + distance_to_coast,1988.5748,0.24326003
signed_distance_to_margin + bed_roughness,signed_distance_to_margin + bed_slope,1981.2327,0.24815032
signed_distance_to_margin + bed_roughness,signed_distance_to_margin + bed_roughness,1974.0792,0.25461587
signed_distance_to_margin + bed_roughness,distance_to_coast + bed_slope,1980.4648,0.2494576
signed_distance_to_margin + bed_roughness,distance_to_coast + bed_roughness,1969.721,0.2549793
signed_distance_to_margin + bed_roughness,bed_slope + bed_roughness,1973.4424,0.25599796
signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,1967.374,0.2594472
signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,1941.0283,0.28553003
signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,1946.3732,0.2831785
signed_distance_to_margin + bed_roughness,bed_elevation + distance_to_coast + bed_slope,1957.1901,0.27019298
signed_distance_to_margin + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,1963.0046,0.2637767
signed_distance_to_margin + bed_roughness,bed_elevation + bed_slope + bed_roughness,1933.8145,0.2923251
signed_distance_to_margin + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,1982.2325,0.24836424
signed_distance_to_margin + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,1981.4443,0.24867862
signed_distance_to_margin + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,1972.1252,0.25748688
signed_distance_to_margin + bed_roughness,distance_to_coast + bed_slope + bed_roughness,1974.694,0.25284594
signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1964.5911,0.262564
signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1963.2339,0.26300654
signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1941.5723,0.2861741
signed_distance_to_margin + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1966.1437,0.26116896
signed_distance_to_margin + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1979.0945,0.25082183
signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2002.4265,0.22471765
distance_to_coast + bed_slope,None,2130.501,0.12503445
distance_to_coast + bed_slope,bed_elevation,2118.51,0.13693398
distance_to_coast + bed_slope,signed_distance_to_margin,2089.8564,0.17163911
distance_to_coast + bed_slope,distance_to_coast,2131.4888,0.1256496
distance_to_coast + bed_slope,bed_slope,2141.0076,0.11806789
distance_to_coast + bed_slope,bed_roughness,2137.0957,0.117592305
distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin,2082.8433,0.1757884
distance_to_coast + bed_slope,bed_elevation + distance_to_coast,2125.4592,0.13084543
distance_to_coast + bed_slope,bed_elevation + bed_slope,2123.3052,0.13377383
distance_to_coast + bed_slope,bed_elevation + bed_roughness,2139.3457,0.11650261
distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast,2121.0464,0.13848728
distance_to_coast + bed_slope,signed_distance_to_margin + bed_slope,2137.2947,0.12242085
distance_to_coast + bed_slope,signed_distance_to_margin + bed_roughness,2149.852,0.105858445
distance_to_coast + bed_slope,distance_to_coast + bed_slope,2145.0093,0.11622125
distance_to_coast + bed_slope,distance_to_coast + bed_roughness,2139.0454,0.1187872
distance_to_coast + bed_slope,bed_slope + bed_roughness,2149.084,0.10966012
distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast,2128.3755,0.13174903
distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + bed_slope,2125.6619,0.13159838
distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + bed_roughness,2140.9236,0.11462304
distance_to_coast + bed_slope,bed_elevation + distance_to_coast + bed_slope,2129.6814,0.12764162
distance_to_coast + bed_slope,bed_elevation + distance_to_coast + bed_roughness,2138.85,0.117453784
distance_to_coast + bed_slope,bed_elevation + bed_slope + bed_roughness,2131.105,0.12646204
distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast + bed_slope,2151.5308,0.107923865
distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast + bed_roughness,2152.5571,0.10532895
distance_to_coast + bed_slope,signed_distance_to_margin + bed_slope + bed_roughness,2147.0017,0.10659766
distance_to_coast + bed_slope,distance_to_coast + bed_slope + bed_roughness,2142.852,0.11734295
distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,2149.705,0.11087397
distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,2140.1953,0.11544365
distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,2146.9697,0.10848671
distance_to_coast + bed_slope,bed_elevation + distance_to_coast + bed_slope + bed_roughness,2135.7017,0.12227991
distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2156.7114,0.10315022
distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2141.3313,0.11420205
distance_to_coast + bed_roughness,None,2137.0156,0.11782953
distance_to_coast + bed_roughness,bed_elevation,2116.6938,0.13968125
distance_to_coast + bed_roughness,signed_distance_to_margin,2091.4998,0.16944817
distance_to_coast + bed_roughness,distance_to_coast,2133.646,0.124152035
distance_to_coast + bed_roughness,bed_slope,2139.4058,0.1208604
distance_to_coast + bed_roughness,bed_roughness,2131.1018,0.12394726
distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin,2086.48,0.17253754
distance_to_coast + bed_roughness,bed_elevation + distance_to_coast,2120.5378,0.13383287
distance_to_coast + bed_roughness,bed_elevation + bed_slope,2121.39,0.13767707
distance_to_coast + bed_roughness,bed_elevation + bed_roughness,2136.6873,0.12108466
distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast,2147.2883,0.117405534
distance_to_coast + bed_roughness,signed_distance_to_margin + bed_slope,2124.3616,0.13828912
distance_to_coast + bed_roughness,signed_distance_to_margin + bed_roughness,2149.7668,0.10318473
distance_to_coast + bed_roughness,distance_to_coast + bed_slope,2149.3008,0.11370742
distance_to_coast + bed_roughness,distance_to_coast + bed_roughness,2142.8267,0.11478439
distance_to_coast + bed_roughness,bed_slope + bed_roughness,2163.9292,0.092982054
distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,2129.0117,0.12679073
distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,2108.8335,0.14824441
distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,2143.1973,0.11238128
distance_to_coast + bed_roughness,bed_elevation + distance_to_coast + bed_slope,2134.1953,0.124643415
distance_to_coast + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,2134.0618,0.12186074
distance_to_coast + bed_roughness,bed_elevation + bed_slope + bed_roughness,2121.9795,0.13739115
distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,2162.5095,0.09858477
distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,2152.2896,0.104436845
distance_to_coast + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,2161.2874,0.096497625
distance_to_coast + bed_roughness,distance_to_coast + bed_slope + bed_roughness,2150.6047,0.110708535
distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,2148.4553,0.109167725
distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,2143.8967,0.111447036
distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,2151.9868,0.10678968
distance_to_coast + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,2137.2366,0.121805936
distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2163.3086,0.09769657
distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2152.2603,0.10602349
bed_slope + bed_roughness,None,2067.6628,0.1999565
bed_slope + bed_roughness,bed_elevation,2104.3154,0.16667476
bed_slope + bed_roughness,signed_distance_to_margin,2034.2886,0.23456427
bed_slope + bed_roughness,distance_to_coast,2131.7576,0.13451359
bed_slope + bed_roughness,bed_slope,2105.792,0.16363758
bed_slope + bed_roughness,bed_roughness,2099.1345,0.16861206
bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin,2045.1356,0.22610253
bed_slope + bed_roughness,bed_elevation + distance_to_coast,2129.0574,0.13872084
bed_slope + bed_roughness,bed_elevation + bed_slope,2111.7402,0.16013706
bed_slope + bed_roughness,bed_elevation + bed_roughness,2111.9348,0.16000473
bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast,2070.8994,0.19993109
bed_slope + bed_roughness,signed_distance_to_margin + bed_slope,2045.302,0.22691616
bed_slope + bed_roughness,signed_distance_to_margin + bed_roughness,2041.2466,0.22855726
bed_slope + bed_roughness,distance_to_coast + bed_slope,2145.0981,0.12328997
bed_slope + bed_roughness,distance_to_coast + bed_roughness,2138.1973,0.12830737
bed_slope + bed_roughness,bed_slope + bed_roughness,2107.61,0.16258124
bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,2064.4893,0.20568821
bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,2058.4995,0.21438971
bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,2055.4065,0.21775189
bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope,2136.379,0.13320795
bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,2136.7607,0.1322937
bed_slope + bed_roughness,bed_elevation + bed_slope + bed_roughness,2118.3433,0.15532473
bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,2078.1577,0.19517839
bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,2142.6968,0.12524462
bed_slope + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,2050.544,0.2227247
bed_slope + bed_roughness,distance_to_coast + bed_slope + bed_roughness,2146.1252,0.12215978
bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,2076.7053,0.19584909
bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,2143.405,0.12374684
bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,2063.611,0.21103024
bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,2140.037,0.13025561
bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2149.1208,0.11953941
bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2145.981,0.12179294
bed_elevation + signed_distance_to_margin + distance_to_coast,None,1965.0942,0.25564158
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation,1953.6133,0.2658253
bed_elevation + signed_distance_to_margin + distance_to_coast,signed_distance_to_margin,1963.4666,0.2575705
bed_elevation + signed_distance_to_margin + distance_to_coast,distance_to_coast,1968.1992,0.24297494
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_slope,1978.2233,0.24592465
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_roughness,1958.9918,0.26085645
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin,2000.3845,0.24074474
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + distance_to_coast,1978.2708,0.23999822
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + bed_slope,1960.1184,0.26034394
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + bed_roughness,1983.7805,0.25091287
bed_elevation + signed_distance_to_margin + distance_to_coast,signed_distance_to_margin + distance_to_coast,1968.1339,0.2529851
bed_elevation + signed_distance_to_margin + distance_to_coast,signed_distance_to_margin + bed_slope,1965.9393,0.25701654
bed_elevation + signed_distance_to_margin + distance_to_coast,signed_distance_to_margin + bed_roughness,1952.5458,0.26372734
bed_elevation + signed_distance_to_margin + distance_to_coast,distance_to_coast + bed_slope,1961.9905,0.25973392
bed_elevation + signed_distance_to_margin + distance_to_coast,distance_to_coast + bed_roughness,1970.9567,0.24251392
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_slope + bed_roughness,1962.9937,0.25888732
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + distance_to_coast,1977.2982,0.24123731
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + bed_slope,1955.4998,0.26475847
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + bed_roughness,1967.2256,0.25219262
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + distance_to_coast + bed_slope,1962.4297,0.25766104
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + distance_to_coast + bed_roughness,1953.1163,0.26744613
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + bed_slope + bed_roughness,1955.8632,0.26548213
bed_elevation + signed_distance_to_margin + distance_to_coast,signed_distance_to_margin + distance_to_coast + bed_slope,1968.9421,0.256035
bed_elevation + signed_distance_to_margin + distance_to_coast,signed_distance_to_margin + distance_to_coast + bed_roughness,1988.8252,0.23093843
bed_elevation + signed_distance_to_margin + distance_to_coast,signed_distance_to_margin + bed_slope + bed_roughness,1998.9397,0.2391065
bed_elevation + signed_distance_to_margin + distance_to_coast,distance_to_coast + bed_slope + bed_roughness,1981.1062,0.239883
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1964.5695,0.26063806
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1944.6079,0.2757421
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1955.7422,0.26461372
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1953.117,0.2671772
bed_elevation + signed_distance_to_margin + distance_to_coast,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1962.77,0.258434
bed_elevation + signed_distance_to_margin + distance_to_coast,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1954.2798,0.26574805
bed_elevation + signed_distance_to_margin + bed_slope,None,1975.4978,0.2524398
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation,1944.4181,0.28240138
bed_elevation + signed_distance_to_margin + bed_slope,signed_distance_to_margin,1975.8832,0.25231686
bed_elevation + signed_distance_to_margin + bed_slope,distance_to_coast,1981.5056,0.24720329
bed_elevation + signed_distance_to_margin + bed_slope,bed_slope,1974.0605,0.2550827
bed_elevation + signed_distance_to_margin + bed_slope,bed_roughness,1972.3484,0.25562924
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin,1962.3175,0.27144724
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + distance_to_coast,1963.5242,0.2617097
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + bed_slope,1945.3492,0.28483516
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + bed_roughness,1945.6818,0.28358868
bed_elevation + signed_distance_to_margin + bed_slope,signed_distance_to_margin + distance_to_coast,1979.2523,0.24972332
bed_elevation + signed_distance_to_margin + bed_slope,signed_distance_to_margin + bed_slope,1973.9673,0.25479445
bed_elevation + signed_distance_to_margin + bed_slope,signed_distance_to_margin + bed_roughness,1975.3503,0.2535836
bed_elevation + signed_distance_to_margin + bed_slope,distance_to_coast + bed_slope,2006.2018,0.23225322
bed_elevation + signed_distance_to_margin + bed_slope,distance_to_coast + bed_roughness,1975.4956,0.2532202
bed_elevation + signed_distance_to_margin + bed_slope,bed_slope + bed_roughness,1974.3994,0.2547511
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast,1966.6095,0.26018298
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + bed_slope,1943.4883,0.28443804
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + bed_roughness,1948.3593,0.2817789
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + distance_to_coast + bed_slope,1965.7358,0.2615094
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + distance_to_coast + bed_roughness,1964.6599,0.2621593
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + bed_slope + bed_roughness,1935.8201,0.28743163
bed_elevation + signed_distance_to_margin + bed_slope,signed_distance_to_margin + distance_to_coast + bed_slope,1988.3923,0.24098492
bed_elevation + signed_distance_to_margin + bed_slope,signed_distance_to_margin + distance_to_coast + bed_roughness,1971.2805,0.2557306
bed_elevation + signed_distance_to_margin + bed_slope,signed_distance_to_margin + bed_slope + bed_roughness,1965.2488,0.2641303
bed_elevation + signed_distance_to_margin + bed_slope,distance_to_coast + bed_slope + bed_roughness,1985.5751,0.24714854
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1974.4031,0.25591803
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1966.0162,0.2608384
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1942.9517,0.28551584
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1964.7864,0.26253894
bed_elevation + signed_distance_to_margin + bed_slope,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1981.1833,0.24955437
bed_elevation + signed_distance_to_margin + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1972.7782,0.25499308
bed_elevation + signed_distance_to_margin + bed_roughness,None,1958.2771,0.26399824
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation,1942.5442,0.28404793
bed_elevation + signed_distance_to_margin + bed_roughness,signed_distance_to_margin,1977.3577,0.25014603
bed_elevation + signed_distance_to_margin + bed_roughness,distance_to_coast,1978.5442,0.24998054
bed_elevation + signed_distance_to_margin + bed_roughness,bed_slope,1971.6332,0.25711125
bed_elevation + signed_distance_to_margin + bed_roughness,bed_roughness,1984.49,0.24907574
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin,1948.9204,0.27873847
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + distance_to_coast,1966.3906,0.2603612
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + bed_slope,1941.876,0.2859507
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + bed_roughness,1940.8881,0.2864865
bed_elevation + signed_distance_to_margin + bed_roughness,signed_distance_to_margin + distance_to_coast,1980.2048,0.24871531
bed_elevation + signed_distance_to_margin + bed_roughness,signed_distance_to_margin + bed_slope,1976.5302,0.2530891
bed_elevation + signed_distance_to_margin + bed_roughness,signed_distance_to_margin + bed_roughness,1972.6355,0.25567472
bed_elevation + signed_distance_to_margin + bed_roughness,distance_to_coast + bed_slope,1958.1294,0.26160532
bed_elevation + signed_distance_to_margin + bed_roughness,distance_to_coast + bed_roughness,1978.2454,0.25082454
bed_elevation + signed_distance_to_margin + bed_roughness,bed_slope + bed_roughness,1969.7085,0.25866765
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,1945.9429,0.27107334
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,1941.8052,0.2860709
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,1938.3408,0.28911805
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + distance_to_coast + bed_slope,1966.269,0.2608156
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,1964.9077,0.26173535
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + bed_slope + bed_roughness,1942.134,0.28671172
bed_elevation + signed_distance_to_margin + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,1980.9043,0.24951947
bed_elevation + signed_distance_to_margin + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,1977.7495,0.25101462
bed_elevation + signed_distance_to_margin + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,1975.95,0.2534217
bed_elevation + signed_distance_to_margin + bed_roughness,distance_to_coast + bed_slope + bed_roughness,1980.5225,0.24912989
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1965.0317,0.26222014
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1964.3242,0.2624526
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1942.6184,0.28593066
bed_elevation + signed_distance_to_margin + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1965.2212,0.26230898
bed_elevation + signed_distance_to_margin + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1979.9281,0.24985209
