Mean_Features,GP_Features,RMSE,R2
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1956.7983,0.26347965
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1977.9819,0.24229902
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1983.1553,0.23773214
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1954.5297,0.2652982
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,None,1962.35,0.258822
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation,1973.0527,0.25486687
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin,1941.4478,0.26822612
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,distance_to_coast,1945.0259,0.27043545
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_slope,1984.1998,0.23641688
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_roughness,1962.2217,0.25865564
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin,1964.2311,0.25836343
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + distance_to_coast,1952.865,0.2667291
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + bed_slope,1942.5833,0.27832103
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + bed_roughness,1950.0245,0.2672046
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast,1981.0999,0.23980415
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + bed_slope,1949.0713,0.2645537
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + bed_roughness,1974.8328,0.24583489
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,distance_to_coast + bed_slope,1982.5293,0.23860371
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,distance_to_coast + bed_roughness,1983.6498,0.23762816
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_slope + bed_roughness,1979.5243,0.24235475
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,1955.2156,0.26417974
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,1953.6527,0.26567233
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,1955.2007,0.2648008
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + distance_to_coast + bed_slope,1980.384,0.2390162
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,1975.6448,0.2432436
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + bed_slope + bed_roughness,1952.8677,0.2672165
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,1971.1321,0.2449069
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,1963.4452,0.2579196
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,1971.9756,0.2532249
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,distance_to_coast + bed_slope + bed_roughness,1989.6414,0.23495671
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1978.8545,0.24111313
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1953.3623,0.2665777
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1946.6078,0.27500585
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,2022.7559,0.2187185
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1999.0464,0.22945833
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1953.2065,0.26692602
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,None,1976.3713,0.2508819
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation,1954.2664,0.2718397
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin,1978.0437,0.24975386
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,distance_to_coast,1971.7437,0.25448087
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_slope,1966.5084,0.2592306
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_roughness,1973.9629,0.2525956
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin,1960.2996,0.26569623
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + distance_to_coast,1959.9033,0.2653745
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + bed_slope,1937.6648,0.2892763
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + bed_roughness,1961.1306,0.26856932
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast,1985.9755,0.24716118
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope,1976.3347,0.25325665
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + bed_roughness,1970.477,0.25702226
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,distance_to_coast + bed_slope,1974.7783,0.2536524
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,distance_to_coast + bed_roughness,1974.8273,0.25376245
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_slope + bed_roughness,1995.4766,0.23104134
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,1957.9106,0.26605502
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,1946.3826,0.28000754
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,1961.3534,0.2690883
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope,1959.1252,0.26462227
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,1980.8586,0.24536791
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + bed_slope + bed_roughness,1942.3792,0.28535423
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,1976.1504,0.25266612
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,1973.2523,0.25410652
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,1975.3,0.25331238
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,distance_to_coast + bed_slope + bed_roughness,1973.3223,0.25469875
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1960.3883,0.2654279
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1960.801,0.26251486
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1941.5679,0.2861425
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1960.01,0.26636583
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1997.7993,0.22999239
bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1991.9104,0.23434225
bed_elevation + distance_to_coast + bed_slope + bed_roughness,None,2125.748,0.12679681
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation,2124.3723,0.13357714
bed_elevation + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin,2075.504,0.18261558
bed_elevation + distance_to_coast + bed_slope + bed_roughness,distance_to_coast,2128.1929,0.12760505
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_slope,2119.9468,0.14150748
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_roughness,2137.4912,0.121273726
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin,2081.955,0.17527997
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast,2115.1729,0.13558906
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + bed_slope,2113.2046,0.14332324
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + bed_roughness,2138.1436,0.11603987
bed_elevation + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast,2074.9736,0.18610132
bed_elevation + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope,2121.582,0.13795921
bed_elevation + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + bed_roughness,2139.3494,0.11550075
bed_elevation + distance_to_coast + bed_slope + bed_roughness,distance_to_coast + bed_slope,2135.66,0.11800665
bed_elevation + distance_to_coast + bed_slope + bed_roughness,distance_to_coast + bed_roughness,2125.3755,0.12886587
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_slope + bed_roughness,2206.9714,0.07073107
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,2125.4937,0.13031292
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,2122.5977,0.13331813
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,2141.4475,0.11314082
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope,2128.8796,0.12667069
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,2137.1482,0.11976153
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + bed_slope + bed_roughness,2160.2383,0.10198182
bed_elevation + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,2153.112,0.104142696
bed_elevation + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,2158.5322,0.09857011
bed_elevation + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,2176.477,0.07657197
bed_elevation + distance_to_coast + bed_slope + bed_roughness,distance_to_coast + bed_slope + bed_roughness,2134.7974,0.12507963
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,2141.4426,0.11364573
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,2144.8853,0.10892874
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,2144.8853,0.11020121
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,2131.2905,0.12503034
bed_elevation + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2160.4421,0.09714341
bed_elevation + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2148.5093,0.10651487
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,None,1983.0823,0.24268758
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation,1957.66,0.26037666
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin,1983.0281,0.24313042
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,distance_to_coast,2002.1775,0.22311446
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_slope,1974.2444,0.25169343
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_roughness,1983.3702,0.24123654
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin,1958.8892,0.2606996
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast,1957.115,0.26208365
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + bed_slope,1953.198,0.26500818
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + bed_roughness,1977.4014,0.24618942
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast,1984.4424,0.24220386
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope,1981.5594,0.24398404
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + bed_roughness,1976.9453,0.24659652
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,distance_to_coast + bed_slope,1982.5657,0.23616955
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,distance_to_coast + bed_roughness,2002.4824,0.22074485
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_slope + bed_roughness,1990.1621,0.22527471
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,1981.4808,0.23607448
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,1961.0292,0.26081544
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,1951.4471,0.26766476
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope,1973.3943,0.24264109
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,1977.5718,0.24053112
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + bed_slope + bed_roughness,1970.6101,0.25454262
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,2011.2185,0.21851674
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,1980.5322,0.24611324
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,1980.3501,0.24529234
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,distance_to_coast + bed_slope + bed_roughness,2007.5447,0.21670476
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1974.5576,0.24359515
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1978.7697,0.23843983
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1954.8618,0.26516286
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1953.8699,0.2665361
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,2007.3823,0.21742031
signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1975.0247,0.24248827
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,None,1962.1113,0.2569573
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation,1951.5073,0.265896
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin,1955.7368,0.26459557
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,distance_to_coast,1960.1046,0.2587488
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_slope,1932.7917,0.27515835
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_roughness,1963.8574,0.25801542
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin,1953.2747,0.2650883
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast,1975.8652,0.24059647
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + bed_slope,1949.7972,0.26636714
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + bed_roughness,1939.9918,0.275041
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast,1962.8522,0.25715023
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope,1952.7502,0.2633473
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + bed_roughness,1959.7131,0.25941953
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,distance_to_coast + bed_slope,1978.2864,0.24080285
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,distance_to_coast + bed_roughness,1947.3446,0.26873007
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_slope + bed_roughness,1982.4725,0.24202988
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast,1975.5889,0.24160457
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope,1946.4929,0.27357203
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_roughness,1981.5671,0.251386
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope,1947.8325,0.26991245
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_roughness,1952.6389,0.26441732
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + bed_slope + bed_roughness,1919.3308,0.28482184
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope,1960.8645,0.2594252
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_roughness,1982.8844,0.23638368
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + bed_slope + bed_roughness,1964.7754,0.25494996
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,distance_to_coast + bed_slope + bed_roughness,1977.7532,0.2389226
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope,1934.74,0.2763334
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_roughness,1943.8723,0.27133262
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + bed_slope + bed_roughness,1958.9297,0.2647959
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + distance_to_coast + bed_slope + bed_roughness,1950.2871,0.26701167
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1960.245,0.25993773
bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,bed_elevation + signed_distance_to_margin + distance_to_coast + bed_slope + bed_roughness,1974.6367,0.24323514
